@relation mushroom
@attribute 'cap_shape' { b, c, f, x, k, s}
@attribute 'cap_surface' { f, g, y, s}
@attribute 'cap_color' { n, b, c, g, r, p, u, e, w, y}
@attribute 'bruises' { t, f}
@attribute 'odor' { a, l, c, y, f, m, n, p, s}
@attribute 'gill_attachment' { a, d, f, n}
@attribute 'gill_spacing' { c, w, d}
@attribute 'gill_size' { b, n}
@attribute 'gill_color' { k, n, b, h, g, r, o, p, u, e, w, y}
@attribute 'stalk_shape' { e, t}
@attribute 'stalk_root' { b, c, u, e, z, r}
@attribute 'stalk_surface_above_ring' { f, y, k, s}
@attribute 'stalk_surface_below_ring' { f, y, k, s}
@attribute 'stalk_color_above_ring' { n, b, c, g, o, p, e, w, y}
@attribute 'stalk_color_below_ring' { n, b, c, g, o, p, e, w, y}
@attribute 'veil_type' { p, u}
@attribute 'veil_color' { n, o, w, y}
@attribute 'ring_number' { n, o, t}
@attribute 'ring_type' { c, e, f, l, n, p, s, z}
@attribute 'spore_print_color' {k, n, b, h, r, o, u, w, y}
@attribute 'population' {a, c, n, s, v, y}
@attribute 'habitat' {g, l, m, p, u, w, d}
@attribute 'class' { e, p}
@data
f,f,n,t,n,f,c,b,u,t,r,s,s,w,g,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,u,s,s,g,g,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,w,p,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,u,s,s,w,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,u,t,c,s,s,g,w,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,w,t,c,s,s,w,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,c,s,s,g,g,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,u,t,e,s,s,g,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,u,s,s,p,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,n,t,r,s,s,w,g,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,c,s,s,p,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,r,s,s,g,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,c,s,s,w,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,z,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,f,c,f,c,n,g,e,u,s,s,w,w,p,w,o,p,n,v,d,p
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,c,s,s,g,g,p,w,o,p,n,y,d,e
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e
f,f,n,t,n,f,c,b,w,t,c,s,s,g,w,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,n,t,c,s,s,p,w,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,w,t,r,s,s,g,g,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,w,t,z,s,s,w,w,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,p,t,r,s,s,p,g,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,n,t,z,s,s,p,g,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,c,s,s,p,g,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,c,s,s,p,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,c,s,s,g,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,r,s,s,p,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,u,s,s,w,w,p,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,u,t,r,s,s,g,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,p,p,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,u,t,z,s,s,g,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,u,s,s,g,p,p,w,o,p,k,y,d,e
f,f,w,f,n,f,w,b,h,t,c,s,f,w,w,p,w,o,e,k,s,g,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,r,s,s,g,g,p,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,w,t,z,s,s,g,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,r,s,s,g,g,p,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,w,t,r,s,s,p,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,c,s,s,p,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,u,s,s,w,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,r,s,s,g,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,w,t,r,s,s,p,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,w,t,u,s,s,p,w,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,c,s,s,g,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,p,t,r,s,s,g,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,p,t,c,s,s,g,p,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,c,s,s,g,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,c,s,s,p,g,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,n,t,r,s,s,w,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,r,s,s,g,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,c,s,s,g,g,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,u,t,c,s,s,g,p,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,w,t,r,s,s,p,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,r,s,s,p,w,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,u,s,s,p,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,e,s,s,w,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,w,t,z,s,s,g,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,z,s,s,p,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,c,s,s,w,p,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,c,s,s,p,p,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,e,s,s,p,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,r,s,s,p,p,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,p,t,c,s,s,p,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,c,s,s,p,g,p,w,o,p,k,v,d,e
x,f,p,f,c,f,c,n,p,e,c,s,s,w,w,p,w,o,p,n,v,d,p
x,f,e,t,n,f,c,b,p,t,c,s,s,w,w,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,w,t,z,s,s,w,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,e,s,s,g,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,n,t,u,s,s,g,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,u,s,s,g,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,r,s,s,p,w,p,w,o,p,k,v,d,e
f,s,n,f,n,f,w,b,n,t,b,s,s,w,w,p,w,o,e,n,a,g,e
x,y,g,t,n,f,c,b,w,t,c,s,s,p,g,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,w,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,u,s,s,p,w,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,c,s,s,w,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,r,s,s,g,g,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,p,t,e,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,f,f,f,c,b,h,e,z,k,k,b,p,p,w,o,l,h,y,g,p
x,y,e,t,n,f,c,b,w,t,u,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,n,t,z,s,s,p,w,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,n,t,e,s,s,g,w,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,c,s,s,w,g,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,r,s,s,g,p,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,w,g,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,u,s,s,g,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,u,s,s,p,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,n,t,c,s,s,p,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,z,s,s,w,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,u,s,s,g,w,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,e,s,s,w,w,p,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,u,t,z,s,s,w,w,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,z,s,s,w,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,e,s,s,w,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,u,t,r,s,s,g,p,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,n,t,e,s,s,w,p,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,g,e,c,k,k,b,p,p,w,o,l,h,v,d,p
f,f,n,t,n,f,c,b,w,t,u,s,s,p,w,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,w,t,z,s,s,g,g,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,u,s,s,w,g,p,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,g,e,c,k,k,b,p,p,w,o,l,h,y,d,p
f,f,n,t,n,f,c,b,u,t,r,s,s,w,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,z,s,s,g,g,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,p,t,c,s,s,p,g,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,p,t,c,s,s,w,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,e,s,s,w,p,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,n,t,z,s,s,g,p,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,z,s,s,w,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,u,s,s,g,p,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,u,s,s,g,p,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,e,s,s,g,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,e,s,s,p,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,n,t,u,s,s,g,w,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,w,t,c,s,s,p,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,r,s,s,g,g,p,w,o,p,n,y,d,e
f,s,g,f,n,f,w,b,p,t,c,f,f,w,w,p,w,o,e,k,s,g,e
x,y,e,t,n,f,c,b,p,t,r,s,s,g,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,u,s,s,g,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,u,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,r,s,s,w,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,e,s,s,p,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,z,s,s,g,w,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,e
x,f,w,f,c,f,w,n,g,e,z,s,s,w,w,p,w,o,p,n,s,d,p
x,y,e,t,n,f,c,b,p,t,e,s,s,p,p,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,n,t,c,s,s,w,p,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,c,s,s,p,w,p,w,o,p,n,y,d,e
f,f,w,f,n,f,w,b,h,t,c,s,s,w,w,p,w,o,e,n,s,g,e
x,f,g,t,n,f,c,b,n,t,u,s,s,g,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,c,s,s,w,p,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,e,s,s,p,g,p,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,w,t,z,s,s,w,p,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,e,s,s,p,p,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,n,t,z,s,s,g,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,n,t,u,s,s,g,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,r,s,s,w,w,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,u,s,s,p,g,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,p,t,r,s,s,w,w,p,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,p,t,e,s,s,g,w,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,c,s,s,g,p,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,w,t,r,s,s,g,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,r,s,s,g,w,p,w,o,p,k,y,d,e
f,f,n,f,n,f,w,b,n,t,c,f,f,w,w,p,w,o,e,k,s,g,e
x,f,e,t,n,f,c,b,w,t,r,s,s,w,g,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,n,t,z,s,s,g,g,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,z,s,s,p,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,p,t,z,s,s,g,p,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,n,t,e,s,s,p,g,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,u,s,s,w,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,z,s,s,p,g,p,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,n,t,e,s,s,w,g,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,p,t,r,s,s,g,p,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,p,t,e,s,s,w,p,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,c,s,s,w,p,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,z,s,s,p,p,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,u,t,r,s,s,w,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,e,s,s,p,p,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,u,s,s,w,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,w,t,e,s,s,p,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,w,t,z,s,s,w,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,z,s,s,p,p,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,u,t,r,s,s,g,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,z,s,s,p,g,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,e,s,s,g,g,p,w,o,p,k,v,d,e
x,f,p,f,c,f,w,n,u,e,u,s,s,w,w,p,w,o,p,k,v,d,p
x,y,n,t,n,f,c,b,p,t,c,s,s,g,g,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,r,s,s,w,p,p,w,o,p,n,v,d,e
f,s,n,f,n,f,w,b,p,t,r,f,f,w,w,p,w,o,e,n,s,g,e
x,y,g,t,n,f,c,b,p,t,z,s,s,p,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,e,s,s,p,p,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,u,t,z,s,s,p,w,p,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,n,t,z,s,s,p,w,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,w,t,r,s,s,g,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,g,p,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,r,s,s,g,p,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,u,s,s,g,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,z,s,s,g,g,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,c,s,s,g,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,u,s,s,w,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,p,t,c,s,s,p,w,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,u,s,s,g,w,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,u,t,c,s,s,p,w,p,w,o,p,n,y,d,e
x,s,p,f,c,f,w,n,u,e,c,s,s,w,w,p,w,o,p,k,s,d,p
f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,w,t,u,s,s,g,g,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,u,s,s,g,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,z,s,s,g,g,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,u,s,s,g,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,r,s,s,g,p,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,c,s,s,p,p,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,u,t,r,s,s,g,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,p,t,e,s,s,w,w,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,w,t,r,s,s,p,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,c,s,s,p,w,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,u,s,s,p,w,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,r,s,s,w,p,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,r,s,s,g,w,p,w,o,p,k,y,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,u,s,s,g,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,r,s,s,g,w,p,w,o,p,n,v,d,e
x,s,w,f,n,f,w,b,k,t,c,s,f,w,w,p,w,o,e,k,s,g,e
x,y,e,t,n,f,c,b,n,t,e,s,s,w,w,p,w,o,p,n,y,d,e
f,f,e,t,n,f,c,b,u,t,u,s,s,p,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,u,s,s,w,p,p,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,n,t,z,s,s,p,g,p,w,o,p,k,v,d,e
x,s,g,f,c,f,c,n,n,e,z,s,s,w,w,p,w,o,p,k,v,d,p
f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,w,t,c,s,s,w,g,p,w,o,p,k,v,d,e
x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e
x,y,e,t,n,f,c,b,u,t,c,s,s,w,g,p,w,o,p,k,y,d,e
x,f,w,f,c,f,w,n,u,e,z,s,s,w,w,p,w,o,p,n,v,d,p
x,y,e,t,n,f,c,b,p,t,u,s,s,g,p,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,c,s,s,p,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,e,s,s,w,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,p,t,z,s,s,p,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,c,s,s,g,g,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,z,s,s,w,w,p,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,n,t,z,s,s,g,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,w,t,r,s,s,g,w,p,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,z,s,s,p,w,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,h,e,e,k,k,n,p,p,w,o,l,h,y,p,p
x,y,g,t,n,f,c,b,n,t,u,s,s,w,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,u,s,s,w,w,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,p,t,e,s,s,w,p,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,u,s,s,g,w,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,n,t,u,s,s,g,g,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,p,t,u,s,s,g,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,e,s,s,p,p,p,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,w,t,u,s,s,p,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,c,s,s,g,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,z,s,s,w,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,u,s,s,w,w,p,w,o,p,k,y,d,e
f,y,n,t,n,f,c,b,u,t,z,s,s,w,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,w,t,r,s,s,g,g,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,u,s,s,g,p,p,w,o,p,n,v,d,e
f,f,e,t,n,f,c,b,u,t,r,s,s,p,w,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,e,s,s,g,p,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,z,s,s,p,w,p,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
x,f,g,t,n,f,c,b,p,t,c,s,s,w,g,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,r,s,s,g,p,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,z,s,s,g,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,c,s,s,w,w,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,p,t,c,s,s,g,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,c,s,s,p,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,c,s,s,g,g,p,w,o,p,k,v,d,e
f,y,g,t,n,f,c,b,w,t,e,s,s,w,w,p,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,n,t,u,s,s,g,w,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,h,e,u,k,k,p,b,p,w,o,l,h,v,p,p
x,f,n,t,n,f,c,b,u,t,r,s,s,p,w,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,r,s,s,g,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,e,s,s,g,g,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,u,t,u,s,s,p,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,p,t,e,s,s,w,p,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,u,s,s,w,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,z,s,s,w,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,z,s,s,w,g,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,n,t,c,s,s,p,g,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,e,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,p,t,c,s,s,p,p,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,p,t,u,s,s,p,g,p,w,o,p,n,v,d,e
